Fabricante,Edad,Primera Dosis,Primera Dosis (std),Segunda Dosis,Segunda Dosis (std),Cuarta Dosis,Cuarta Dosis (std),Dosis Refuerzo,Dosis Refuerzo (std),Dosis Única,Unica Dosis
Campaña SARS-CoV-2 (Pfizer),34,84044.0,84044.0,89163.0,89163.0,115126.0,115126.0,257438.0,257438.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),34,190959.0,190959.0,188288.0,188288.0,211.0,211.0,439.0,439.0,0.0,0.0
,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),35,6364.0,6364.0,81.0,81.0,0.0,0.0,15.0,15.0,0.0,0.0
CanSino,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11485.0,11485.0
Campaña SARS-CoV-2 (Janssen),35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),35,0.0,0.0,0.0,0.0,92894.0,92894.0,7118.0,7118.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),35,69049.0,69049.0,73085.0,73085.0,110797.0,110797.0,249258.0,249258.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),35,197218.0,197218.0,194826.0,194826.0,208.0,208.0,440.0,440.0,0.0,0.0
,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),36,5875.0,5875.0,70.0,70.0,1.0,1.0,13.0,13.0,0.0,0.0
CanSino,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10661.0,10661.0
Campaña SARS-CoV-2 (Janssen),36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Moderna),36,0.0,0.0,0.0,0.0,91593.0,91593.0,6544.0,6544.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),36,62159.0,62159.0,65936.0,65936.0,107167.0,107167.0,241526.0,241526.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),36,195780.0,195780.0,193484.0,193484.0,160.0,160.0,489.0,489.0,0.0,0.0
,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),37,5737.0,5737.0,73.0,73.0,1.0,1.0,11.0,11.0,0.0,0.0
CanSino,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006.0,10006.0
Campaña SARS-CoV-2 (Janssen),37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),37,0.0,0.0,0.0,0.0,90371.0,90371.0,6226.0,6226.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),37,57191.0,57191.0,60906.0,60906.0,105190.0,105190.0,236462.0,236462.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),37,194402.0,194402.0,192132.0,192132.0,207.0,207.0,484.0,484.0,0.0,0.0
,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),38,5985.0,5985.0,99.0,99.0,3.0,3.0,18.0,18.0,0.0,0.0
CanSino,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9858.0,9858.0
Campaña SARS-CoV-2 (Janssen),38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),38,0.0,0.0,0.0,0.0,95581.0,95581.0,6232.0,6232.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),38,57713.0,57713.0,61771.0,61771.0,107851.0,107851.0,244550.0,244550.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),38,201414.0,201414.0,199266.0,199266.0,209.0,209.0,533.0,533.0,0.0,0.0
,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),39,6318.0,6318.0,106.0,106.0,2.0,2.0,23.0,23.0,0.0,0.0
CanSino,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9934.0,9934.0
Campaña SARS-CoV-2 (Janssen),39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),39,0.0,0.0,0.0,0.0,98969.0,98969.0,6014.0,6014.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),39,58304.0,58304.0,62689.0,62689.0,110195.0,110195.0,250196.0,250196.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),39,205150.0,205150.0,203067.0,203067.0,244.0,244.0,525.0,525.0,0.0,0.0
,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),40,7321.0,7321.0,277.0,277.0,0.0,0.0,37.0,37.0,0.0,0.0
CanSino,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8969.0,8969.0
Campaña SARS-CoV-2 (Janssen),40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),40,0.0,0.0,0.0,0.0,94002.0,94002.0,5462.0,5462.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),40,55331.0,55331.0,60703.0,60703.0,103871.0,103871.0,235654.0,235654.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),40,191078.0,191078.0,189261.0,189261.0,204.0,204.0,519.0,519.0,0.0,0.0
,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),41,8925.0,8925.0,380.0,380.0,1.0,1.0,34.0,34.0,0.0,0.0
CanSino,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8385.0,8385.0
Campaña SARS-CoV-2 (Janssen),41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),41,0.0,0.0,0.0,0.0,92399.0,92399.0,5114.0,5114.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),41,52418.0,52418.0,59395.0,59395.0,100328.0,100328.0,228783.0,228783.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),41,184571.0,184571.0,182889.0,182889.0,203.0,203.0,498.0,498.0,0.0,0.0
,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),42,10062.0,10062.0,941.0,941.0,2.0,2.0,31.0,31.0,0.0,0.0
CanSino,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7833.0,7833.0
Campaña SARS-CoV-2 (Janssen),42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Moderna),42,0.0,0.0,0.0,0.0,89214.0,89214.0,4637.0,4637.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),42,48429.0,48429.0,56152.0,56152.0,97045.0,97045.0,219634.0,219634.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),42,176647.0,176647.0,174991.0,174991.0,195.0,195.0,523.0,523.0,0.0,0.0
,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),43,14280.0,14280.0,2138.0,2138.0,5.0,5.0,43.0,43.0,0.0,0.0
CanSino,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7192.0,7192.0
Campaña SARS-CoV-2 (Janssen),43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),43,0.0,0.0,0.0,0.0,87818.0,87818.0,4504.0,4504.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),43,47476.0,47476.0,58278.0,58278.0,94920.0,94920.0,214619.0,214619.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),43,167767.0,167767.0,166329.0,166329.0,243.0,243.0,571.0,571.0,0.0,0.0
,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),44,16814.0,16814.0,5533.0,5533.0,11.0,11.0,251.0,251.0,0.0,0.0
CanSino,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6979.0,6979.0
Campaña SARS-CoV-2 (Janssen),44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),44,0.0,0.0,0.0,0.0,89857.0,89857.0,4027.0,4027.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),44,47702.0,47702.0,57661.0,57661.0,94594.0,94594.0,215451.0,215451.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),44,164966.0,164966.0,163646.0,163646.0,219.0,219.0,578.0,578.0,0.0,0.0
,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),45,18048.0,18048.0,16521.0,16521.0,18.0,18.0,427.0,427.0,0.0,0.0
CanSino,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6362.0,6362.0
Campaña SARS-CoV-2 (Janssen),45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Moderna),45,0.0,0.0,0.0,0.0,95457.0,95457.0,4026.0,4026.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),45,68900.0,68900.0,69051.0,69051.0,97997.0,97997.0,224362.0,224362.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),45,151726.0,151726.0,150560.0,150560.0,257.0,257.0,598.0,598.0,0.0,0.0
,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),46,12796.0,12796.0,11983.0,11983.0,23.0,23.0,504.0,504.0,0.0,0.0
CanSino,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6579.0,6579.0
Campaña SARS-CoV-2 (Janssen),46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),46,0.0,0.0,0.0,0.0,98234.0,98234.0,3998.0,3998.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),46,71681.0,71681.0,71094.0,71094.0,100856.0,100856.0,230080.0,230080.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),46,159922.0,159922.0,158749.0,158749.0,219.0,219.0,660.0,660.0,0.0,0.0
,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),47,10060.0,10060.0,9356.0,9356.0,20.0,20.0,577.0,577.0,0.0,0.0
CanSino,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6033.0,6033.0
Campaña SARS-CoV-2 (Janssen),47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),47,0.0,0.0,0.0,0.0,98667.0,98667.0,3920.0,3920.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),47,55171.0,55171.0,54553.0,54553.0,101571.0,101571.0,231056.0,231056.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),47,180388.0,180388.0,179139.0,179139.0,226.0,226.0,687.0,687.0,0.0,0.0
,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),48,7377.0,7377.0,6816.0,6816.0,19.0,19.0,627.0,627.0,0.0,0.0
CanSino,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5665.0,5665.0
Campaña SARS-CoV-2 (Janssen),48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),48,0.0,0.0,0.0,0.0,99725.0,99725.0,3749.0,3749.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),48,87936.0,87936.0,87145.0,87145.0,100941.0,100941.0,230747.0,230747.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),48,149887.0,149887.0,148782.0,148782.0,222.0,222.0,726.0,726.0,0.0,0.0
,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),49,6821.0,6821.0,6245.0,6245.0,23.0,23.0,691.0,691.0,0.0,0.0
CanSino,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5233.0,5233.0
Campaña SARS-CoV-2 (Janssen),49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),49,0.0,0.0,0.0,0.0,98376.0,98376.0,3585.0,3585.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),49,84893.0,84893.0,84215.0,84215.0,99013.0,99013.0,226455.0,226455.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),49,148972.0,148972.0,147893.0,147893.0,238.0,238.0,675.0,675.0,0.0,0.0
,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),50,6007.0,6007.0,5544.0,5544.0,26.0,26.0,734.0,734.0,0.0,0.0
CanSino,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4897.0,4897.0
Campaña SARS-CoV-2 (Janssen),50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),50,0.0,0.0,0.0,0.0,95596.0,95596.0,3206.0,3206.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),50,74546.0,74546.0,73850.0,73850.0,96819.0,96819.0,219894.0,219894.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),50,152591.0,152591.0,151627.0,151627.0,214.0,214.0,690.0,690.0,0.0,0.0
,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),51,5495.0,5495.0,5069.0,5069.0,21.0,21.0,997.0,997.0,0.0,0.0
CanSino,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4463.0,4463.0
Campaña SARS-CoV-2 (Janssen),51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),51,0.0,0.0,0.0,0.0,91498.0,91498.0,3012.0,3012.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),51,68322.0,68322.0,67672.0,67672.0,94231.0,94231.0,211344.0,211344.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),51,150697.0,150697.0,149799.0,149799.0,237.0,237.0,804.0,804.0,0.0,0.0
,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),52,5339.0,5339.0,4950.0,4950.0,23.0,23.0,1193.0,1193.0,0.0,0.0
CanSino,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4384.0,4384.0
Campaña SARS-CoV-2 (Janssen),52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Campaña SARS-CoV-2 (Moderna),52,0.0,0.0,0.0,0.0,93437.0,93437.0,2951.0,2951.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),52,54098.0,54098.0,53488.0,53488.0,96943.0,96943.0,216498.0,216498.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),52,170550.0,170550.0,169676.0,169676.0,236.0,236.0,842.0,842.0,0.0,0.0
,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),53,5240.0,5240.0,4866.0,4866.0,33.0,33.0,1790.0,1790.0,0.0,0.0
CanSino,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4208.0,4208.0
Campaña SARS-CoV-2 (Janssen),53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),53,0.0,0.0,0.0,0.0,94950.0,94950.0,2903.0,2903.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),53,56442.0,56442.0,55886.0,55886.0,99614.0,99614.0,220006.0,220006.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),53,172623.0,172623.0,171696.0,171696.0,250.0,250.0,975.0,975.0,0.0,0.0
,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),54,4951.0,4951.0,4617.0,4617.0,199.0,199.0,62164.0,62164.0,0.0,0.0
CanSino,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3933.0,3933.0
Campaña SARS-CoV-2 (Janssen),54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),54,0.0,0.0,0.0,0.0,87214.0,87214.0,2775.0,2775.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),54,59972.0,59972.0,59353.0,59353.0,108987.0,108987.0,158340.0,158340.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),54,170273.0,170273.0,169430.0,169430.0,294.0,294.0,3625.0,3625.0,0.0,0.0
,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),55,5805.0,5805.0,5423.0,5423.0,336.0,336.0,111936.0,111936.0,0.0,0.0
CanSino,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3698.0,3698.0
Campaña SARS-CoV-2 (Janssen),55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),55,0.0,0.0,0.0,0.0,76465.0,76465.0,2683.0,2683.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),55,56231.0,56231.0,55733.0,55733.0,121449.0,121449.0,107437.0,107437.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),55,174218.0,174218.0,173394.0,173394.0,290.0,290.0,6196.0,6196.0,0.0,0.0
,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),56,5321.0,5321.0,4938.0,4938.0,361.0,361.0,115732.0,115732.0,0.0,0.0
CanSino,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3527.0,3527.0
Campaña SARS-CoV-2 (Janssen),56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),56,0.0,0.0,0.0,0.0,74314.0,74314.0,2663.0,2663.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),56,53219.0,53219.0,52691.0,52691.0,123018.0,123018.0,102301.0,102301.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),56,176904.0,176904.0,176027.0,176027.0,355.0,355.0,6474.0,6474.0,0.0,0.0
,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),57,5010.0,5010.0,4655.0,4655.0,387.0,387.0,111690.0,111690.0,0.0,0.0
CanSino,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202.0,3202.0
Campaña SARS-CoV-2 (Janssen),57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),57,0.0,0.0,0.0,0.0,72936.0,72936.0,2356.0,2356.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),57,54862.0,54862.0,54423.0,54423.0,121634.0,121634.0,102640.0,102640.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),57,171788.0,171788.0,171048.0,171048.0,354.0,354.0,6824.0,6824.0,0.0,0.0
,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),58,4866.0,4866.0,4499.0,4499.0,380.0,380.0,113635.0,113635.0,0.0,0.0
CanSino,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,3136.0
Campaña SARS-CoV-2 (Janssen),58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),58,0.0,0.0,0.0,0.0,70593.0,70593.0,2385.0,2385.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),58,52734.0,52734.0,52250.0,52250.0,124366.0,124366.0,100142.0,100142.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),58,174138.0,174138.0,173291.0,173291.0,357.0,357.0,7381.0,7381.0,0.0,0.0
,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),59,4210.0,4210.0,3913.0,3913.0,376.0,376.0,110831.0,110831.0,0.0,0.0
CanSino,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783.0,2783.0
Campaña SARS-CoV-2 (Janssen),59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),59,0.0,0.0,0.0,0.0,64788.0,64788.0,2219.0,2219.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),59,47733.0,47733.0,47281.0,47281.0,121417.0,121417.0,92546.0,92546.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),59,169467.0,169467.0,168720.0,168720.0,352.0,352.0,7692.0,7692.0,0.0,0.0
,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),60,3932.0,3932.0,3609.0,3609.0,518.0,518.0,129715.0,129715.0,0.0,0.0
CanSino,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,1325.0
Campaña SARS-CoV-2 (Janssen),60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),60,0.0,0.0,0.0,0.0,53224.0,53224.0,2025.0,2025.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),60,22730.0,22730.0,22337.0,22337.0,130292.0,130292.0,68804.0,68804.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),60,192044.0,192044.0,191268.0,191268.0,386.0,386.0,9084.0,9084.0,0.0,0.0
,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),61,3470.0,3470.0,3226.0,3226.0,524.0,524.0,122356.0,122356.0,0.0,0.0
CanSino,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,178.0
Campaña SARS-CoV-2 (Janssen),61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),61,0.0,0.0,0.0,0.0,45694.0,45694.0,1804.0,1804.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),61,18865.0,18865.0,18462.0,18462.0,124087.0,124087.0,60309.0,60309.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),61,180531.0,180531.0,179749.0,179749.0,352.0,352.0,8979.0,8979.0,0.0,0.0
,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),62,3002.0,3002.0,2785.0,2785.0,539.0,539.0,120006.0,120006.0,0.0,0.0
CanSino,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0
Campaña SARS-CoV-2 (Janssen),62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),62,0.0,0.0,0.0,0.0,42237.0,42237.0,1637.0,1637.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),62,17271.0,17271.0,16935.0,16935.0,123089.0,123089.0,56459.0,56459.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),62,176114.0,176114.0,175446.0,175446.0,344.0,344.0,9283.0,9283.0,0.0,0.0
,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),63,2603.0,2603.0,2435.0,2435.0,601.0,601.0,117748.0,117748.0,0.0,0.0
CanSino,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,93.0
Campaña SARS-CoV-2 (Janssen),63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),63,0.0,0.0,0.0,0.0,39698.0,39698.0,1551.0,1551.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),63,16487.0,16487.0,16184.0,16184.0,122340.0,122340.0,54052.0,54052.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),63,172294.0,172294.0,171593.0,171593.0,318.0,318.0,9609.0,9609.0,0.0,0.0
,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),64,2490.0,2490.0,2281.0,2281.0,554.0,554.0,113902.0,113902.0,0.0,0.0
CanSino,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,109.0
Campaña SARS-CoV-2 (Janssen),64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),64,0.0,0.0,0.0,0.0,35438.0,35438.0,1392.0,1392.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),64,13162.0,13162.0,12898.0,12898.0,119464.0,119464.0,49398.0,49398.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),64,166836.0,166836.0,166213.0,166213.0,356.0,356.0,9641.0,9641.0,0.0,0.0
,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),65,1934.0,1934.0,1799.0,1799.0,613.0,613.0,110868.0,110868.0,0.0,0.0
CanSino,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0
Campaña SARS-CoV-2 (Janssen),65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),65,0.0,0.0,0.0,0.0,30178.0,30178.0,1205.0,1205.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),65,9552.0,9552.0,9298.0,9298.0,117393.0,117393.0,43815.0,43815.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),65,162129.0,162129.0,161488.0,161488.0,335.0,335.0,9959.0,9959.0,0.0,0.0
,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (AstraZeneca),66,1752.0,1752.0,1610.0,1610.0,596.0,596.0,101778.0,101778.0,0.0,0.0
CanSino,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0
Campaña SARS-CoV-2 (Janssen),66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campaña SARS-CoV-2 (Moderna),66,0.0,0.0,0.0,0.0,25830.0,25830.0,1078.0,1078.0,0.0,0.0
Campaña SARS-CoV-2 (Pfizer),66,7636.0,7636.0,7464.0,7464.0,109014.0,109014.0,39034.0,39034.0,0.0,0.0
Campaña SARS-CoV-2 (Sinovac),66,148975.0,148975.0,148388.0,148388.0,326.0,326.0,9331.0,9331.0,0.0,0.0
,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
